iter	RMSE
595	0.6838793813
596	0.6831458306
597	0.6827068202
598	0.6819376075
599	0.6814450293
600	0.6812066335
601	0.680886305
602	0.6800672826
603	0.6795267082
604	0.679105868
605	0.6778719034
606	0.6777063482
607	0.6770064537
608	0.6761358784
609	0.6757304395
610	0.6748964262
611	0.6741166377
612	0.6730921655
613	0.6722162534
614	0.6715914148
615	0.6712969127
616	0.670368844
617	0.6692646976
618	0.6687590381
619	0.6686968661
620	0.6679254125
621	0.6677591675
622	0.6666179941
623	0.6663215229
624	0.665613162
625	0.6649954089
626	0.6646023513
627	0.6644539943
628	0.6637887492
629	0.6619939648
630	0.6617999471
631	0.661308904
632	0.6608176621
633	0.6600066718
634	0.659601692
635	0.6589113219
636	0.6583713674
637	0.6575163216
638	0.6567463003
639	0.6560815979
640	0.6553506166
641	0.6546637173
642	0.654331894
643	0.6540365788
644	0.6538801093
645	0.6526090474
646	0.6519884257
647	0.650992527
648	0.6502475406
649	0.6500196069
650	0.6492704615
651	0.6482739896
652	0.6477618175
653	0.6475478937
654	0.6469460657
655	0.6457989047
656	0.6450857747
657	0.6450318019
658	0.6443808487
659	0.6434783368
660	0.6425811543
661	0.642002289
662	0.640698784
663	0.6398570126
664	0.6392234139
665	0.638683733
666	0.6379331444
667	0.6367555218
668	0.6357474377
669	0.6348093226
670	0.6340409033
671	0.6331126284
672	0.6330186597
673	0.6323782866
674	0.6317115137
675	0.6307775117
676	0.6302420988
677	0.6291743893
678	0.6286936412
679	0.6283419996
680	0.6277497644
681	0.6273574593
682	0.6272452942
683	0.6266809456
684	0.6258561555
685	0.6252624934
686	0.6251718817
687	0.625118283
688	0.6244005015
689	0.6240699423
690	0.6234580251
691	0.6230872329
692	0.622720913
693	0.6220355827
694	0.6219951616
695	0.6215360016
696	0.6210361439
697	0.6206605439
698	0.6197115887
699	0.6186738431
700	0.6182582924
701	0.6176339648
702	0.6168273417
703	0.6162421597
704	0.615963683
705	0.6153770456
706	0.6146827142
707	0.6139637505
708	0.6135861808
709	0.6131356251
710	0.6126940504
711	0.6119243281
712	0.6115395482
713	0.6109563372
714	0.6100981903
715	0.6097060813
716	0.6092720817
717	0.6090572014
718	0.6081558255
719	0.6071734666
720	0.6068436295
721	0.6058398277
722	0.6051793969
723	0.6050687888
724	0.6050265786
725	0.6049263459
726	0.6043771572
727	0.6038257182
728	0.6032482759
729	0.6026595573
730	0.6019963567
731	0.6011994309
732	0.6005401908
733	0.6000831722
734	0.5998720439
735	0.5991912714
736	0.5985336649
737	0.5979731157
738	0.5979274018
739	0.5968891257
740	0.5968572554
741	0.5959655218
742	0.595635019
743	0.5951717807
744	0.5944169769
745	0.593891058
746	0.5935664488
747	0.592740067
748	0.5918647866
749	0.5915250143
750	0.5909528811
751	0.5903002773
752	0.5896156163
753	0.5890424962
754	0.588389336
755	0.5878043908
756	0.587282245
757	0.5867654858
758	0.5859744601
759	0.5854717719
760	0.5848597642
761	0.5844784688
762	0.5836119185
763	0.582866504
764	0.5823747177
765	0.5820340589
766	0.5819846982
767	0.5815754067
768	0.580623472
769	0.5802725969
770	0.5795639417
771	0.5792006728
772	0.578827227
773	0.5782476168
774	0.5777722169
775	0.5777327957
776	0.5766075413
777	0.5758402577
778	0.5754358017
779	0.5745334114
780	0.5740478699
781	0.5735417913
782	0.5729007415
783	0.5723808231
784	0.5718398403
785	0.5712349476
786	0.5707466753
787	0.5702835895
788	0.5693081088
789	0.5688242606
790	0.5683957747
791	0.5677239965
792	0.5670706155
793	0.5665978044
794	0.5665603501
795	0.566268664
796	0.5657987443
797	0.5654909772
798	0.5645131089
799	0.5640541158
800	0.5635410256
801	0.5632556517
802	0.5624149897
803	0.561541754
804	0.561011205
805	0.5604654394
806	0.5596738053
807	0.5596390244
808	0.5592796746
809	0.5592248242
810	0.5586882566
811	0.5579738698
812	0.5572265617
813	0.5566371407
814	0.5560288227
815	0.5556185632
816	0.5551248287
817	0.5545994043
818	0.5536882581
819	0.5534410193
820	0.5528200521
821	0.5520942502
822	0.5519225256
823	0.551278049
824	0.5505844425
825	0.5500334551
826	0.5492254331
827	0.5491999469
828	0.5487754191
829	0.5484358359
830	0.5479211222
831	0.5474262349
832	0.5469291717
833	0.5463736731
834	0.5459453174
835	0.5450546842
836	0.5446752365
837	0.5440465045
838	0.5433976882
839	0.5429414884
840	0.542151009
841	0.542008265
842	0.5418271017
843	0.541150245
844	0.5406896631
845	0.5402128478
846	0.5396965274
847	0.5388435264
848	0.5382548793
849	0.5377288435
850	0.5374515165
851	0.5367846252
852	0.536373529
853	0.5358991953
854	0.5351935365
855	0.5348016041
856	0.5343319519
857	0.5337435515
858	0.5331737654
859	0.5327721658
860	0.5323805554
861	0.5319950147
862	0.5317684355
863	0.5317034022
864	0.5312560319
865	0.5310037362
866	0.5305118457
867	0.5301903877
868	0.5296093682
869	0.5293630703
870	0.5284735636
871	0.528018804
872	0.5272837029
873	0.5265701948
874	0.5259836375
875	0.5256828749
876	0.5252608049
877	0.5242210947
878	0.5240585052
879	0.5233638342
880	0.5230568491
881	0.5227657995
882	0.5221443296
883	0.5217678188
884	0.5212759929
885	0.5208253733
886	0.5203097938
887	0.5197986312
888	0.5191689555
889	0.5186899132
890	0.5182695431
891	0.517988387
892	0.5172841839
893	0.5169176903
894	0.516111155
895	0.5154656712
896	0.5148934882
897	0.5144234705
898	0.513961051
899	0.5136573783
900	0.5129811995
901	0.5128082016
902	0.5120649288
903	0.5115324537
904	0.5111391949
905	0.5106895728
906	0.5101061451
907	0.5098535199
908	0.5090370589
909	0.5087124737
910	0.5078365663
911	0.5073762722
912	0.5066113342
913	0.5063005131
914	0.5059086322
915	0.5054147027
916	0.5047427955
917	0.5045842949
918	0.5043197687
919	0.5039773469
920	0.5036263977
921	0.5028973343
922	0.5025348709
923	0.5023166023
924	0.5019884856
925	0.5017488305
926	0.5011938552
927	0.5007639488
928	0.5004190953
929	0.4997958407
930	0.499315507
931	0.4989251486
932	0.4986375824
933	0.4980672686
934	0.4976585417
935	0.4971323528
936	0.496530212
937	0.4965080994
938	0.4959638347
939	0.4953182299
940	0.4952878493
941	0.495268676
942	0.49479281
943	0.4941439687
944	0.4939877027
945	0.4933029897
946	0.4928110419
947	0.4923456529
948	0.4920992877
949	0.4915890376
950	0.4914939315
951	0.4911087123
952	0.4910810576
953	0.4905781654
954	0.4899901198
955	0.4896601369
956	0.4891248611
957	0.4887469937
958	0.4883757701
959	0.4878011014
960	0.4874798951
961	0.4874554042
962	0.4868580371
963	0.486274963
964	0.4857394647
965	0.4851298415
966	0.4846928243
967	0.4843211537
968	0.4835338663
969	0.4831560202
970	0.4824478949
971	0.4820131159
972	0.4817006186
973	0.4813581425
974	0.4803942588
975	0.4799265981
976	0.4794877811
977	0.4790810473
978	0.4787172265
979	0.4783693141
980	0.4780160096
981	0.4778042778
982	0.4773086411
983	0.4765035333
984	0.4764829494
985	0.4759606983
986	0.4753612768
987	0.4751692439
988	0.4751528162
989	0.4748386579
990	0.4743032122
991	0.473763168
992	0.4736587409
993	0.4730975383
994	0.4726244121
995	0.4722729787
996	0.4717892031
997	0.4713051635
998	0.4709894762
999	0.4704509397
